document_id,standard_number,title,category,source_url,document_url,local_raw_path,local_cleaned_path,file_type,text_scanned_mixed,OCR_required,version,status,notes
PDF-007,,(Amendment-4),Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2024/05/AMENDMENT%20IV.pdf,raw_documents\PDF-007_amendment_4.pdf,cleaned_documents\PDF-007_amendment_4.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 6c93bb2822a32ee4b32eba446d73eef788954f55c02126d2b74f578bc6795974; pages=1; source page SRC-001.
PDF-008,,Brief on Hallmarking,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2020/12/brief-on-Hallmarking.pdf,raw_documents\PDF-008_brief_on_hallmarking.pdf,cleaned_documents\PDF-008_brief_on_hallmarking.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 ec8c0256ed243f251307b8ee74ab01cc9463a87434fbeadc0d6ffefe813d79d7; pages=3; source page SRC-001.
PDF-009,,Regulation,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/bs/BIS_Hallmarking_Regulations_2018_Gazette_notification.pdf,raw_documents\PDF-009_regulation.pdf,cleaned_documents\PDF-009_regulation.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 afad1553b755ee193d8c2a767ab20afbe5675019469ab330f74f284a8cfd9314; pages=60; source page SRC-001.
PDF-010,,Notification,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/bs/DoCA_BIS_Hallmarking_Regulations_2018_Gazette_notification.pdf,raw_documents\PDF-010_notification.pdf,cleaned_documents\PDF-010_notification.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 e19d9de75fea8f00e26f04ad0497efd4bb28c2e084c76015c28b29fda5477918; pages=2; source page SRC-001.
PDF-011,,Amendment,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2021/11/BIS_HM_Amdt_Regulations_2021_Gazette.pdf,raw_documents\PDF-011_amendment.pdf,cleaned_documents\PDF-011_amendment.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 be84b0fcc56ecda1f74310daa4f355a10857980536a9bc9f86bd37f160926a98; pages=4; source page SRC-001.
PDF-012,,Order,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2020/01/Mandatory-Hallmarking-Order-15.01.2020.pdf,raw_documents\PDF-012_order.pdf,cleaned_documents\PDF-012_order.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 1f38c9758aa65ce6a0c6ce1f98e8388bb1883ad4c3d65c11efbdd9b4189cc016; pages=4; source page SRC-001.
PDF-013,,Amendment dt 9 th October 2020,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2020/10/Hallmarking-of-Gold-Jewellery-and-Gold-Artefacts-Amendment-Order-2020.pdf,raw_documents\PDF-013_amendment_dt_9_th_october_2020.pdf,cleaned_documents\PDF-013_amendment_dt_9_th_october_2020.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 6f1391c75ae9ef25ebff9b78f2bed119a78d7ba6fafeb48a6585ba81a7e06101; pages=2; source page SRC-001.
PDF-014,,QCO dt 23 rd June 2021,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2021/06/qc-order-June-2021-2.pdf,raw_documents\PDF-014_qco_dt_23_rd_june_2021.pdf,cleaned_documents\PDF-014_qco_dt_23_rd_june_2021.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 c1a5c930037f185e76b0e68d134ec941541778633a2a6787b723139282701f96; pages=18; source page SRC-001.
PDF-015,,Exemptions in QCO(Guidelines),Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2022/01/QCO_HMD.pdf,raw_documents\PDF-015_exemptions_in_qco_guidelines.pdf,cleaned_documents\PDF-015_exemptions_in_qco_guidelines.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 1ed50f8f5eb46e9789cc1e8e2ae3e536b27c599e4eadd60a6b0c033e6d33eb65; pages=5; source page SRC-001.
PDF-016,,Amendment dt 04 April 2022,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2022/04/Hallmarking-of-Gold-Jewellery-and-Gold-Artefacts-Amendment-Order-2022.pdf,raw_documents\PDF-016_amendment_dt_04_april_2022.pdf,cleaned_documents\PDF-016_amendment_dt_04_april_2022.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 2cc19589f33aa8b9c85af459ad3149500962815c415cbaa0e661f12cba58ac26; pages=17; source page SRC-001.
PDF-017,,Amendment 03 March 2023,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2023/03/GAZETTE.pdf,raw_documents\PDF-017_amendment_03_march_2023.pdf,cleaned_documents\PDF-017_amendment_03_march_2023.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 61f403f7a1d920945aaafbc31aae026945812b039e55123cfd25bbe01cd2dbf4; pages=2; source page SRC-001.
PDF-018,,Amendment 31 March 2023,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2023/04/Hallmarking-notification-dt-31.3.2023.pdf,raw_documents\PDF-018_amendment_31_march_2023.pdf,cleaned_documents\PDF-018_amendment_31_march_2023.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 f5894d488eb31ea1e831a3639f3fcd67a8d51695387507f815b3d4697df7d851; pages=2; source page SRC-001.
PDF-019,,Amendment 06 September 2023,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2023/09/Hallmarking-Third-Amendment-Order-06092023.pdf,raw_documents\PDF-019_amendment_06_september_2023.pdf,cleaned_documents\PDF-019_amendment_06_september_2023.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 b2e964e355fdf6317f8dcc658354d7d7717f34e1ecc14940cd243819055475b1; pages=17; source page SRC-001.
PDF-020,,Amendment 05 November 2024,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2024/11/Amendment-05-Nov-2024-1.pdf,raw_documents\PDF-020_amendment_05_november_2024.pdf,cleaned_documents\PDF-020_amendment_05_november_2024.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 c2c1d1b435dcc5e57bb609499e4dbdcdd2c22b3e3f0c30bb370b92099543c8ec; pages=20; source page SRC-001.
